genotype_id,family,stage,site,season,rep,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance,tree_vigor,yield_kg,fruit_length_mm,fruit_width_mm,shelf_life_days,shape_index
MNG-2019-0038,Cross_05,Elite,Hoedspruit_A,2023-2024,1,361.56,16.01,4.0,5.47,4.0,7.0,57.48,108.31,67.08,13.65,1.61
MNG-2019-0038,Cross_05,Elite,Hoedspruit_A,2023-2024,2,340.58,15.81,6.0,6.56,4.0,6.0,62.86,104.35,71.05,15.51,1.47
MNG-2019-0034,Cross_03,Advanced,Hoedspruit_A,2023-2024,1,333.09,16.01,6.0,5.2,6.0,5.0,36.95,101.92,,12.66,
MNG-2019-0034,Cross_03,Advanced,Hoedspruit_A,2023-2024,2,311.44,17.72,6.0,5.31,5.0,6.0,40.69,108.09,52.8,16.92,2.05
MNG-2019-0034,Cross_03,Advanced,Hoedspruit_A,2023-2024,3,278.91,17.14,5.0,4.73,5.0,6.0,43.87,107.77,63.69,16.7,1.69
MNG-2020-0008,Cross_07,Seedling,Hoedspruit_A,2023-2024,1,251.88,12.21,4.0,4.33,4.0,3.0,69.23,96.49,94.06,17.63,1.03
MNG-2020-0008,Cross_07,Seedling,Hoedspruit_A,2023-2024,2,313.07,12.85,4.0,3.73,4.0,4.0,81.04,98.31,96.15,16.91,1.02
MNG-2020-0008,Cross_07,Seedling,Hoedspruit_A,2023-2024,3,244.18,13.18,4.0,2.91,5.0,5.0,46.29,95.6,97.83,18.74,0.98
MNG-2018-0018,Cross_03,Phase_2,Hoedspruit_A,2023-2024,1,345.65,15.78,4.0,2.13,3.0,4.0,66.55,110.16,73.23,19.84,1.5
MNG-2018-0018,Cross_03,Phase_2,Hoedspruit_A,2023-2024,2,363.58,15.18,6.0,4.36,3.0,4.0,60.47,109.08,75.95,16.58,1.44
MNG-2018-0018,Cross_03,Phase_2,Hoedspruit_A,2023-2024,3,367.75,14.46,6.0,2.74,2.0,4.0,59.07,98.92,82.69,18.61,1.2
MNG-2021-0020,Cross_09,Seedling,Hoedspruit_A,2023-2024,1,291.61,15.94,3.0,,4.0,6.0,62.03,124.25,66.84,16.06,1.86
MNG-2021-0020,Cross_09,Seedling,Hoedspruit_A,2023-2024,2,278.52,15.06,5.0,1.58,4.0,7.0,49.83,113.81,78.66,17.17,1.45
MNG-2020-0005,Cross_13,Phase_2,Hoedspruit_A,2023-2024,1,340.83,10.03,4.0,3.4,,6.0,76.61,119.61,72.54,13.71,1.65
MNG-2020-0005,Cross_13,Phase_2,Hoedspruit_A,2023-2024,2,341.67,12.18,4.0,3.75,5.0,7.0,85.53,126.54,83.91,14.07,1.51
MNG-2019-0006,Cross_20,Seedling,Hoedspruit_A,2023-2024,1,267.33,10.62,6.0,5.16,3.0,4.0,71.63,115.22,89.21,14.04,1.29
MNG-2019-0006,Cross_20,Seedling,Hoedspruit_A,2023-2024,2,298.09,10.74,7.0,5.64,4.0,4.0,59.9,123.19,94.07,16.74,1.31
MNG-2019-0006,Cross_20,Seedling,Hoedspruit_A,2023-2024,3,271.19,11.12,7.0,5.26,4.0,4.0,73.87,113.48,89.21,16.43,1.27
MNG-2021-0017,Cross_13,Phase_1,Hoedspruit_A,2023-2024,1,360.72,14.32,5.0,5.19,5.0,4.0,76.56,97.19,74.5,9.25,1.3
MNG-2021-0017,Cross_13,Phase_1,Hoedspruit_A,2023-2024,2,314.41,14.97,5.0,5.76,5.0,6.0,55.78,84.75,81.7,10.98,1.04
MNG-2021-0017,Cross_13,Phase_1,Hoedspruit_A,2023-2024,3,329.4,13.66,6.0,4.95,5.0,5.0,86.36,88.52,84.35,10.84,1.05
MNG-2021-0008,Cross_16,Phase_1,Hoedspruit_A,2023-2024,1,349.74,15.41,,3.68,4.0,5.0,50.55,102.96,65.39,12.47,1.57
MNG-2021-0008,Cross_16,Phase_1,Hoedspruit_A,2023-2024,2,350.22,15.52,4.0,5.67,5.0,5.0,34.02,101.31,67.92,13.44,1.49
MNG-2020-0032,Cross_16,Phase_1,Hoedspruit_A,2023-2024,1,345.27,11.34,7.0,4.0,5.0,4.0,60.53,124.5,80.85,14.45,1.54
MNG-2020-0032,Cross_16,Phase_1,Hoedspruit_A,2023-2024,2,341.42,12.78,6.0,4.23,,6.0,42.78,123.44,71.59,16.08,1.72
MNG-2020-0032,Cross_16,Phase_1,Hoedspruit_A,2023-2024,3,400.7,12.62,7.0,3.48,4.0,4.0,74.93,107.41,93.82,13.5,1.14
MNG-2018-0002,Cross_16,Phase_2,Hoedspruit_A,2023-2024,1,220.46,14.94,7.0,,7.0,5.0,78.99,107.11,73.64,15.71,1.45
MNG-2018-0002,Cross_16,Phase_2,Hoedspruit_A,2023-2024,2,286.77,16.26,7.0,1.2,6.0,5.0,,97.44,79.75,17.27,1.22
MNG-2021-0002,Cross_14,Phase_1,Hoedspruit_A,2023-2024,1,350.03,13.02,4.0,4.14,7.0,6.0,65.8,119.72,60.06,15.3,1.99
MNG-2021-0002,Cross_14,Phase_1,Hoedspruit_A,2023-2024,2,348.56,13.86,5.0,4.94,6.0,6.0,66.07,114.6,54.35,14.73,2.11
MNG-2021-0002,Cross_14,Phase_1,Hoedspruit_A,2023-2024,3,326.7,13.78,4.0,3.06,7.0,6.0,69.31,128.91,62.8,13.77,2.05
MNG-2020-0029,Cross_10,Seedling,Hoedspruit_A,2023-2024,1,439.1,15.65,3.0,4.88,4.0,4.0,83.13,113.71,85.33,13.14,1.33
MNG-2020-0029,Cross_10,Seedling,Hoedspruit_A,2023-2024,2,354.3,16.48,3.0,5.73,4.0,5.0,90.84,111.43,81.98,15.28,1.36
MNG-2022-0013,Cross_16,Seedling,Hoedspruit_A,2023-2024,1,375.94,17.35,4.0,6.65,6.0,5.0,113.73,114.37,81.31,14.79,1.41
MNG-2022-0013,Cross_16,Seedling,Hoedspruit_A,2023-2024,2,385.29,16.42,5.0,,6.0,6.0,103.27,99.77,78.67,12.96,1.27
MNG-2020-0013,Cross_17,Seedling,Hoedspruit_A,2023-2024,1,415.24,15.69,6.0,3.04,6.0,,30.11,75.82,69.08,8.08,1.1
MNG-2020-0013,Cross_17,Seedling,Hoedspruit_A,2023-2024,3,406.21,16.34,6.0,4.15,5.0,4.0,13.81,93.38,55.09,8.36,1.7
MNG-2020-0037,Cross_01,Seedling,Hoedspruit_A,2023-2024,1,294.43,13.34,5.0,4.8,4.0,4.0,84.75,96.41,99.74,11.35,0.97
MNG-2020-0037,Cross_01,Seedling,Hoedspruit_A,2023-2024,2,315.65,14.65,4.0,4.61,5.0,5.0,94.21,109.91,100.11,15.26,1.1
MNG-2020-0024,Cross_01,Seedling,Hoedspruit_A,2023-2024,1,303.16,18.3,6.0,2.72,6.0,3.0,86.83,126.45,83.97,8.61,1.51
MNG-2020-0024,Cross_01,Seedling,Hoedspruit_A,2023-2024,2,287.82,16.72,5.0,3.73,5.0,5.0,82.49,119.56,70.02,11.72,1.71
MNG-2020-0024,Cross_01,Seedling,Hoedspruit_A,2023-2024,3,251.08,17.67,4.0,2.6,6.0,4.0,83.48,119.95,91.04,,1.32
MNG-2021-0026,Cross_18,Advanced,Hoedspruit_A,2023-2024,1,316.73,16.73,7.0,6.17,6.0,3.0,107.04,107.44,70.41,13.51,1.53
MNG-2021-0026,Cross_18,Advanced,Hoedspruit_A,2023-2024,2,343.61,16.42,6.0,6.19,6.0,4.0,79.62,90.62,66.21,13.28,1.37
MNG-2021-0038,Cross_12,Seedling,Hoedspruit_A,2023-2024,1,385.87,11.66,6.0,4.0,8.0,6.0,73.36,96.58,76.9,16.35,1.26
MNG-2021-0038,Cross_12,Seedling,Hoedspruit_A,2023-2024,2,336.5,13.35,7.0,,7.0,5.0,75.17,121.54,74.05,13.18,1.64
MNG-2021-0038,Cross_12,Seedling,Hoedspruit_A,2023-2024,3,389.97,13.02,5.0,3.53,6.0,7.0,73.47,106.59,70.34,18.15,1.52
MNG-2018-0016,Cross_16,Advanced,Hoedspruit_A,2023-2024,1,336.56,15.84,4.0,5.47,5.0,6.0,97.71,98.98,77.97,14.57,1.27
MNG-2018-0016,Cross_16,Advanced,Hoedspruit_A,2023-2024,2,288.7,15.69,5.0,4.09,4.0,7.0,70.45,80.14,80.01,12.95,1.0
MNG-2018-0003,Cross_14,Seedling,Hoedspruit_A,2023-2024,2,378.4,18.26,7.0,4.81,8.0,6.0,99.48,106.65,85.05,12.73,1.25
MNG-2019-0009,Cross_14,Phase_1,Hoedspruit_A,2023-2024,1,332.58,19.41,7.0,4.53,5.0,6.0,75.46,116.7,68.62,14.7,1.7
MNG-2019-0009,Cross_14,Phase_1,Hoedspruit_A,2023-2024,2,261.17,17.63,7.0,5.79,5.0,7.0,59.87,117.83,75.97,12.82,1.55
MNG-2020-0018,Cross_14,Advanced,Hoedspruit_A,2023-2024,1,395.28,14.99,6.0,4.98,5.0,6.0,77.76,98.1,69.6,13.64,1.41
MNG-2020-0018,Cross_14,Advanced,Hoedspruit_A,2023-2024,2,367.84,15.83,7.0,3.77,6.0,4.0,60.71,101.84,74.82,14.46,1.36
MNG-2020-0018,Cross_14,Advanced,Hoedspruit_A,2023-2024,3,372.34,14.01,7.0,3.88,7.0,5.0,81.89,99.57,65.44,18.23,1.52
MNG-2019-0005,Cross_02,Phase_1,Hoedspruit_A,2023-2024,1,303.98,13.57,5.0,4.9,4.0,6.0,96.46,114.51,,16.19,
MNG-2019-0005,Cross_02,Phase_1,Hoedspruit_A,2023-2024,2,247.49,13.77,5.0,4.69,6.0,5.0,92.26,118.2,81.16,18.47,1.46
MNG-2019-0005,Cross_02,Phase_1,Hoedspruit_A,2023-2024,3,341.46,14.08,6.0,5.85,6.0,6.0,61.76,127.51,89.48,14.37,1.43
MNG-2022-0006,Cross_17,Seedling,Hoedspruit_A,2023-2024,1,271.13,13.02,5.0,5.26,4.0,3.0,60.81,82.89,74.29,12.02,1.12
MNG-2022-0006,Cross_17,Seedling,Hoedspruit_A,2023-2024,2,364.54,14.31,5.0,4.85,4.0,3.0,60.05,79.72,70.27,13.52,1.13
MNG-2022-0006,Cross_17,Seedling,Hoedspruit_A,2023-2024,3,324.21,13.96,4.0,4.2,4.0,4.0,81.98,79.56,64.05,,1.24
MNG-2020-0010,Cross_17,Seedling,Hoedspruit_A,2023-2024,1,344.78,16.8,6.0,3.71,4.0,6.0,66.96,101.24,83.99,14.7,1.21
MNG-2020-0010,Cross_17,Seedling,Hoedspruit_A,2023-2024,2,351.0,17.56,4.0,5.7,5.0,6.0,71.8,100.56,83.91,15.62,1.2
MNG-2020-0010,Cross_17,Seedling,Hoedspruit_A,2023-2024,3,354.14,13.67,,5.06,3.0,7.0,80.78,96.96,71.54,14.29,1.36
MNG-2022-0011,Cross_03,Seedling,Hoedspruit_B,2023-2024,1,260.16,12.77,5.0,4.22,6.0,6.0,,116.26,77.61,13.57,1.5
MNG-2022-0011,Cross_03,Seedling,Hoedspruit_B,2023-2024,2,325.75,15.15,6.0,4.18,5.0,6.0,80.91,99.26,76.42,15.27,1.3
MNG-2021-0019,Cross_07,Seedling,Hoedspruit_B,2023-2024,1,358.43,15.03,6.0,1.22,4.0,6.0,77.89,95.65,77.54,15.08,1.23
MNG-2021-0019,Cross_07,Seedling,Hoedspruit_B,2023-2024,2,384.45,15.09,5.0,2.5,4.0,6.0,69.08,86.61,87.26,12.02,0.99
MNG-2021-0019,Cross_07,Seedling,Hoedspruit_B,2023-2024,3,336.36,14.31,6.0,2.77,5.0,6.0,71.73,90.19,81.23,15.3,1.11
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_B,2023-2024,1,286.96,15.06,5.0,2.88,5.0,5.0,71.05,110.85,88.32,13.58,1.26
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_B,2023-2024,2,319.04,16.55,5.0,3.22,4.0,5.0,91.62,112.39,85.88,14.4,1.31
MNG-2021-0011,Cross_12,Seedling,Hoedspruit_B,2023-2024,3,,15.92,4.0,3.97,5.0,5.0,94.09,114.72,78.04,14.49,1.47
MNG-2020-0025,Cross_16,Seedling,Hoedspruit_B,2023-2024,1,367.67,16.97,4.0,3.17,6.0,7.0,85.14,137.65,77.99,13.41,1.76
MNG-2020-0025,Cross_16,Seedling,Hoedspruit_B,2023-2024,2,368.82,16.29,2.0,2.21,6.0,5.0,56.66,125.86,87.85,17.65,1.43
MNG-2020-0025,Cross_16,Seedling,Hoedspruit_B,2023-2024,3,289.45,16.2,3.0,2.81,7.0,6.0,79.48,136.22,81.24,15.88,1.68
MNG-2021-0021,Cross_20,Advanced,Hoedspruit_B,2023-2024,1,324.95,18.18,6.0,1.92,3.0,6.0,,100.85,85.52,20.23,1.18
MNG-2021-0021,Cross_20,Advanced,Hoedspruit_B,2023-2024,2,323.56,16.58,5.0,1.88,4.0,4.0,60.05,122.33,86.35,21.12,1.42
MNG-2021-0021,Cross_20,Advanced,Hoedspruit_B,2023-2024,3,345.05,17.96,4.0,2.55,2.0,5.0,50.88,116.33,67.22,19.43,1.73
MNG-2020-0017,Cross_05,Phase_1,Hoedspruit_B,2023-2024,1,359.97,13.0,7.0,,4.0,6.0,65.11,109.77,85.35,11.66,1.29
MNG-2020-0017,Cross_05,Phase_1,Hoedspruit_B,2023-2024,2,334.74,12.69,6.0,,3.0,5.0,93.87,101.47,89.3,14.35,1.14
MNG-2020-0017,Cross_05,Phase_1,Hoedspruit_B,2023-2024,3,361.92,12.93,6.0,5.7,6.0,6.0,53.49,101.43,74.49,13.29,1.36
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_B,2023-2024,1,341.81,16.1,4.0,3.06,5.0,6.0,81.07,111.58,78.65,14.18,1.42
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_B,2023-2024,2,330.78,14.74,6.0,4.3,6.0,6.0,95.55,116.07,88.19,12.27,1.32
MNG-2018-0023,Cross_04,Seedling,Hoedspruit_B,2023-2024,3,313.24,17.09,4.0,,6.0,5.0,115.45,107.29,78.88,12.7,1.36
MNG-2020-0002,Cross_09,Advanced,Hoedspruit_B,2023-2024,1,399.2,17.76,6.0,5.18,6.0,6.0,47.72,120.25,74.08,11.46,1.62
MNG-2020-0002,Cross_09,Advanced,Hoedspruit_B,2023-2024,2,365.1,18.03,7.0,4.47,5.0,5.0,67.51,112.63,65.9,11.46,1.71
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_B,2023-2024,1,345.3,15.6,5.0,4.51,5.0,6.0,105.76,120.56,89.58,19.88,1.35
MNG-2021-0027,Cross_01,Phase_2,Hoedspruit_B,2023-2024,2,315.92,16.86,6.0,3.81,3.0,5.0,113.09,112.44,90.98,17.68,1.24
MNG-2020-0033,Cross_12,Seedling,Hoedspruit_B,2023-2024,1,320.73,14.25,,6.81,2.0,7.0,105.03,95.13,95.65,15.9,0.99
MNG-2020-0033,Cross_12,Seedling,Hoedspruit_B,2023-2024,2,367.53,16.16,5.0,6.54,3.0,6.0,100.47,89.23,89.6,14.66,1.0
MNG-2021-0023,Cross_06,Seedling,Hoedspruit_B,2023-2024,1,386.68,16.01,4.0,1.75,6.0,5.0,51.08,109.84,68.38,10.38,1.61
MNG-2021-0023,Cross_06,Seedling,Hoedspruit_B,2023-2024,2,385.58,16.82,5.0,1.84,6.0,7.0,43.45,115.65,63.94,13.29,1.81
MNG-2021-0023,Cross_06,Seedling,Hoedspruit_B,2023-2024,3,331.33,14.72,5.0,2.27,6.0,5.0,65.87,97.06,84.34,11.99,1.15
MNG-2022-0018,Cross_04,Phase_1,Hoedspruit_B,2023-2024,1,333.37,12.81,4.0,5.25,7.0,7.0,71.69,97.64,94.37,12.78,1.03
MNG-2022-0018,Cross_04,Phase_1,Hoedspruit_B,2023-2024,2,318.36,15.95,3.0,7.62,6.0,6.0,78.05,104.72,84.89,13.64,1.23
MNG-2022-0018,Cross_04,Phase_1,Hoedspruit_B,2023-2024,3,296.3,11.51,4.0,7.13,5.0,7.0,80.88,107.36,80.15,13.31,1.34
MNG-2022-0007,Cross_07,Seedling,Hoedspruit_B,2023-2024,1,346.84,17.8,7.0,4.13,2.0,5.0,74.44,92.81,93.37,11.49,0.99
MNG-2022-0007,Cross_07,Seedling,Hoedspruit_B,2023-2024,2,298.77,19.18,5.0,,3.0,6.0,69.62,105.87,86.92,12.88,1.22
MNG-2019-0021,Cross_19,Seedling,Hoedspruit_B,2023-2024,1,263.17,13.15,5.0,3.43,4.0,6.0,73.63,121.35,77.57,12.77,1.56
MNG-2019-0021,Cross_19,Seedling,Hoedspruit_B,2023-2024,2,243.38,11.49,5.0,5.07,4.0,5.0,69.93,105.81,65.58,12.92,1.61
MNG-2019-0021,Cross_19,Seedling,Hoedspruit_B,2023-2024,3,254.78,11.66,4.0,3.9,3.0,5.0,,125.72,74.82,13.19,1.68
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_B,2023-2024,1,362.22,16.9,5.0,4.47,4.0,6.0,58.93,97.5,64.72,16.99,1.51
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_B,2023-2024,2,292.36,15.12,6.0,4.28,5.0,5.0,74.29,82.02,56.41,14.4,1.45
MNG-2019-0003,Cross_15,Advanced,Hoedspruit_B,2023-2024,3,310.71,16.38,6.0,4.73,5.0,6.0,76.68,84.65,64.4,14.17,1.31
MNG-2018-0006,Cross_18,Phase_2,Hoedspruit_B,2023-2024,1,364.89,17.52,3.0,4.86,4.0,5.0,104.29,90.6,79.17,14.6,1.14
MNG-2018-0006,Cross_18,Phase_2,Hoedspruit_B,2023-2024,2,373.39,16.8,2.0,4.06,5.0,6.0,111.04,97.9,69.91,16.03,1.4
MNG-2018-0022,Cross_08,Phase_2,Hoedspruit_B,2023-2024,1,298.5,11.97,8.0,4.43,3.0,4.0,17.36,112.8,88.39,15.01,1.28
MNG-2018-0022,Cross_08,Phase_2,Hoedspruit_B,2023-2024,2,285.8,12.26,6.0,6.28,,4.0,3.98,101.56,94.85,,1.07
MNG-2018-0022,Cross_08,Phase_2,Hoedspruit_B,2023-2024,3,242.38,12.85,7.0,,5.0,3.0,19.09,104.94,97.39,14.1,1.08
MNG-2019-0007,Cross_09,Phase_1,Hoedspruit_B,2023-2024,1,302.76,13.69,7.0,3.78,2.0,7.0,120.56,119.18,79.51,14.38,1.5
MNG-2019-0007,Cross_09,Phase_1,Hoedspruit_B,2023-2024,2,317.05,13.74,6.0,4.23,5.0,7.0,87.1,127.24,70.96,12.94,1.79
MNG-2019-0007,Cross_09,Phase_1,Hoedspruit_B,2023-2024,3,311.46,13.97,5.0,5.28,3.0,8.0,102.67,115.03,75.73,17.64,1.52
MNG-2018-0034,Cross_12,Phase_1,Hoedspruit_B,2023-2024,1,323.23,17.4,5.0,4.05,6.0,6.0,64.44,93.68,73.16,18.26,1.28
MNG-2018-0034,Cross_12,Phase_1,Hoedspruit_B,2023-2024,2,325.99,16.69,4.0,3.08,5.0,5.0,67.33,105.04,77.98,17.62,1.35
MNG-2019-0023,Cross_08,Seedling,Hoedspruit_B,2023-2024,1,308.84,12.1,6.0,4.25,6.0,4.0,80.99,128.6,89.89,15.16,1.43
MNG-2019-0023,Cross_08,Seedling,Hoedspruit_B,2023-2024,2,344.09,12.17,5.0,4.91,4.0,4.0,105.82,117.98,89.71,13.53,1.32
MNG-2019-0023,Cross_08,Seedling,Hoedspruit_B,2023-2024,3,368.62,13.45,4.0,5.38,6.0,5.0,99.73,124.89,91.43,13.38,1.37
MNG-2021-0006,Cross_12,Advanced,Hoedspruit_B,2023-2024,1,317.46,18.32,6.0,4.69,5.0,6.0,109.94,99.51,65.02,13.14,1.53
MNG-2021-0006,Cross_12,Advanced,Hoedspruit_B,2023-2024,2,288.89,17.05,5.0,5.74,6.0,6.0,78.89,106.36,70.97,10.54,1.5
MNG-2020-0023,Cross_17,Phase_1,Hoedspruit_B,2023-2024,1,225.14,15.75,4.0,5.04,3.0,6.0,82.07,129.88,77.17,15.71,1.68
MNG-2020-0023,Cross_17,Phase_1,Hoedspruit_B,2023-2024,2,228.95,15.25,3.0,5.04,4.0,6.0,67.27,128.88,80.96,17.79,1.59
MNG-2018-0026,Cross_13,Phase_1,Hoedspruit_B,2023-2024,1,284.47,14.85,5.0,1.43,4.0,6.0,83.01,105.83,,,
MNG-2018-0026,Cross_13,Phase_1,Hoedspruit_B,2023-2024,2,241.53,13.13,5.0,3.04,5.0,4.0,69.22,98.96,76.7,11.33,1.29
MNG-2021-0010,Cross_13,Seedling,Hoedspruit_B,2023-2024,1,272.28,,7.0,5.47,7.0,4.0,75.89,80.49,61.18,15.01,1.32
MNG-2021-0010,Cross_13,Seedling,Hoedspruit_B,2023-2024,2,276.87,16.15,7.0,3.1,,4.0,65.78,106.74,53.26,15.9,2.0
MNG-2018-0038,Cross_17,Phase_1,Hoedspruit_B,2023-2024,1,394.26,16.25,,2.69,4.0,6.0,83.42,78.03,60.58,16.26,1.29
MNG-2018-0038,Cross_17,Phase_1,Hoedspruit_B,2023-2024,2,373.76,15.49,4.0,4.09,3.0,5.0,78.39,85.88,59.53,15.48,1.44
MNG-2020-0001,Cross_19,Advanced,Hoedspruit_B,2023-2024,1,395.14,13.82,4.0,4.27,6.0,6.0,48.25,120.99,81.46,14.38,1.49
MNG-2020-0001,Cross_19,Advanced,Hoedspruit_B,2023-2024,2,363.35,16.41,6.0,4.83,7.0,5.0,86.13,120.14,87.93,14.32,1.37
MNG-2020-0001,Cross_19,Advanced,Hoedspruit_B,2023-2024,3,405.81,14.8,4.0,3.52,7.0,5.0,69.41,121.95,84.88,15.18,1.44
MNG-2022-0034,Cross_08,Seedling,Hoedspruit_B,2023-2024,1,303.04,12.73,4.0,3.7,5.0,5.0,62.21,108.99,79.52,15.68,1.37
MNG-2022-0034,Cross_08,Seedling,Hoedspruit_B,2023-2024,2,292.1,11.78,6.0,2.47,4.0,5.0,52.68,104.9,83.06,16.11,1.26
MNG-2022-0034,Cross_08,Seedling,Hoedspruit_B,2023-2024,3,296.59,11.7,5.0,3.61,4.0,5.0,74.74,112.22,77.73,14.98,1.44
MNG-2020-0011,Cross_09,Advanced,Hoedspruit_B,2023-2024,1,379.89,15.12,8.0,5.13,3.0,6.0,119.73,130.96,73.48,13.05,1.78
MNG-2020-0011,Cross_09,Advanced,Hoedspruit_B,2023-2024,2,343.24,15.78,8.0,5.64,5.0,6.0,103.42,129.39,71.28,15.53,1.82
MNG-2021-0013,Cross_02,Elite,Hoedspruit_B,2023-2024,1,342.91,15.67,6.0,3.84,4.0,6.0,61.59,111.56,102.72,8.93,1.09
MNG-2021-0013,Cross_02,Elite,Hoedspruit_B,2023-2024,2,327.3,14.36,7.0,3.22,,5.0,63.14,112.55,100.97,9.85,1.11
MNG-2021-0032,Cross_06,Advanced,Hoedspruit_B,2023-2024,1,296.34,14.09,4.0,5.62,4.0,5.0,75.8,68.98,75.54,13.81,0.91
MNG-2021-0032,Cross_06,Advanced,Hoedspruit_B,2023-2024,2,303.98,14.99,6.0,3.91,5.0,5.0,62.38,86.94,81.14,13.52,1.07
MNG-2021-0032,Cross_06,Advanced,Hoedspruit_B,2023-2024,3,322.85,14.54,6.0,3.79,5.0,5.0,89.66,85.11,83.35,15.31,1.02
MNG-2021-0007,Cross_02,Seedling,Hoedspruit_B,2023-2024,1,364.54,15.09,,3.67,3.0,6.0,50.28,83.36,74.42,13.67,1.12
MNG-2021-0007,Cross_02,Seedling,Hoedspruit_B,2023-2024,2,365.77,16.26,3.0,2.44,4.0,5.0,38.39,100.75,72.19,18.0,1.4
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_B,2023-2024,1,367.49,15.18,5.0,4.17,6.0,5.0,105.3,100.96,81.81,16.86,1.23
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_B,2023-2024,2,342.29,13.34,6.0,3.85,5.0,4.0,79.17,109.56,81.24,15.2,1.35
MNG-2018-0012,Cross_20,Seedling,Hoedspruit_B,2023-2024,3,332.81,13.67,7.0,4.53,7.0,6.0,106.82,107.45,76.83,15.75,1.4
MNG-2019-0036,Cross_10,Seedling,Hoedspruit_B,2023-2024,1,307.36,19.02,5.0,6.01,6.0,6.0,75.94,89.18,80.36,14.0,1.11
MNG-2019-0036,Cross_10,Seedling,Hoedspruit_B,2023-2024,2,356.04,16.31,4.0,5.11,6.0,7.0,51.39,91.73,79.02,15.35,1.16
MNG-2020-0003,Cross_04,Phase_1,Hoedspruit_B,2023-2024,1,354.48,17.96,7.0,3.41,,5.0,67.89,105.78,84.84,12.84,1.25
MNG-2020-0003,Cross_04,Phase_1,Hoedspruit_B,2023-2024,2,426.03,17.27,7.0,3.01,3.0,5.0,82.58,104.91,89.78,15.45,1.17
MNG-2020-0003,Cross_04,Phase_1,Hoedspruit_B,2023-2024,3,355.0,16.21,8.0,5.69,3.0,5.0,73.87,110.34,92.28,13.42,1.2
MNG-2021-0037,Cross_03,Advanced,Hoedspruit_B,2023-2024,1,312.91,16.99,5.0,4.22,,4.0,82.56,92.98,81.07,14.05,1.15
MNG-2021-0037,Cross_03,Advanced,Hoedspruit_B,2023-2024,2,338.98,16.58,6.0,5.6,6.0,6.0,77.66,90.06,71.77,18.25,1.25
MNG-2022-0028,Cross_08,Phase_1,Hoedspruit_B,2023-2024,1,342.86,14.73,5.0,4.31,7.0,5.0,88.67,129.46,100.78,14.07,1.28
MNG-2022-0028,Cross_08,Phase_1,Hoedspruit_B,2023-2024,2,403.24,14.25,4.0,2.67,6.0,5.0,98.02,121.15,97.1,11.18,1.25
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_B,2023-2024,1,329.3,17.84,6.0,3.44,4.0,5.0,76.65,114.39,96.11,11.37,1.19
MNG-2022-0024,Cross_14,Seedling,Hoedspruit_B,2023-2024,2,355.05,15.21,5.0,3.5,3.0,5.0,76.34,117.45,100.84,13.93,1.16
MNG-2018-0014,Cross_16,Phase_1,Hoedspruit_B,2023-2024,1,340.12,18.2,5.0,4.04,5.0,4.0,42.72,104.28,76.78,16.53,1.36
MNG-2018-0014,Cross_16,Phase_1,Hoedspruit_B,2023-2024,3,332.79,17.41,5.0,3.13,3.0,4.0,78.26,88.67,85.18,17.9,1.04
MNG-2021-0029,Cross_17,Phase_1,Hoedspruit_B,2023-2024,1,315.0,22.19,5.0,4.52,3.0,7.0,87.64,119.84,72.86,13.9,1.64
MNG-2021-0029,Cross_17,Phase_1,Hoedspruit_B,2023-2024,2,355.51,20.74,5.0,4.77,3.0,8.0,85.15,102.74,68.56,13.15,1.5
MNG-2021-0029,Cross_17,Phase_1,Hoedspruit_B,2023-2024,3,297.48,21.28,5.0,4.03,3.0,8.0,93.61,110.76,61.3,16.5,1.81
MNG-2022-0021,Cross_19,Seedling,Hoedspruit_B,2023-2024,1,278.71,17.24,4.0,5.14,5.0,6.0,76.58,112.11,84.09,11.9,1.33
MNG-2022-0021,Cross_19,Seedling,Hoedspruit_B,2023-2024,2,340.52,18.37,5.0,5.36,4.0,6.0,75.09,131.64,82.82,12.1,1.59
MNG-2022-0021,Cross_19,Seedling,Hoedspruit_B,2023-2024,3,264.93,16.22,5.0,5.79,7.0,5.0,79.01,125.77,80.41,11.88,1.56
MNG-2022-0014,Cross_15,Phase_1,Hoedspruit_B,2023-2024,1,346.94,16.28,7.0,3.21,6.0,5.0,53.04,92.67,86.19,7.95,1.08
MNG-2022-0014,Cross_15,Phase_1,Hoedspruit_B,2023-2024,2,390.64,15.93,6.0,3.27,5.0,5.0,72.99,89.75,76.98,7.67,1.17
MNG-2021-0005,Cross_18,Seedling,Hoedspruit_B,2023-2024,1,279.84,16.42,5.0,3.71,6.0,5.0,103.29,90.92,80.5,10.49,1.13
MNG-2021-0005,Cross_18,Seedling,Hoedspruit_B,2023-2024,2,207.88,15.63,6.0,4.92,6.0,6.0,95.17,100.4,79.7,10.76,1.26
